Wavelength,ScaleFactor,Intensity,HalogenIntensity
644.45,15.0388552766,192.967371924,12.831254
644.99,15.0489489599,193.468427029,12.8559428
645.52,15.0526711365,193.881029424,12.8801744
646.05,15.0445314507,194.140741919,12.904406
646.59,15.0417922887,194.476758463,12.9290948
647.12,15.0197544319,194.555781605,12.9533264
647.65,15.0088170455,194.77779372,12.977558
648.19,15.0041515705,195.087681744,13.0022468
648.72,15.0047228935,195.45869867,13.0264784
649.25,15.0036693121,195.808537129,13.05071
649.78,14.9871924577,195.956666132,13.0749416
650.32,14.9901467847,196.345619512,13.098312
650.85,14.9956530637,196.74836663,13.12036
651.38,15.018944966,197.385102473,13.142408
651.91,15.0131535219,197.639998961,13.164456
652.45,15.0130762205,197.976235074,13.18692
652.98,14.9768367522,197.828557401,13.208968
653.51,14.955546549,197.877075679,13.231016
654.04,14.9405441426,198.007987716,13.253064
654.57,14.9463898667,198.414999476,13.275112
655.1,14.9646233579,198.98699113,13.29716
655.64,14.9730433918,199.435308115,13.319624
656.17,14.9669481064,199.684112477,13.341672
656.7,14.9418412492,199.678582738,13.36372
657.23,14.9251387427,199.784444577,13.385768
657.76,14.9192782398,200.034937492,13.407816
658.29,14.9434245177,200.688158967,13.429864
658.82,14.9335803581,200.885208822,13.451912
659.35,14.9588242688,201.554599844,13.47396
659.88,14.9465873463,201.719262399,13.496008
660.41,14.9372254747,201.922250452,13.518056
660.95,14.9088194705,201.873168217,13.54052
661.48,14.9097111537,202.213971382,13.562568
662.01,14.9083997433,202.524885687,13.584616
662.54,14.945909702,203.363971489,13.606664
663.07,14.9386387245,203.594404848,13.628712
663.6,14.9207296295,203.679299197,13.65076
664.13,14.8831337266,203.494229882,13.672808
664.66,14.86581481,203.585193145,13.694856
665.18,14.8570069288,203.785957255,13.716488
665.71,14.8909451927,204.579786603,13.738536
666.24,14.8836610997,204.80786879,13.760584
666.77,14.8887744173,205.206498724,13.782632
667.3,14.8563398912,205.087018169,13.80468
667.83,14.8242066929,204.970273759,13.826728
668.36,14.7982553039,204.937722894,13.848776
668.89,14.7790874921,204.998121483,13.870824
669.42,14.8011603396,205.630626049,13.892872
669.95,14.8106873381,206.089529455,13.91492
670.47,14.8025488866,206.296492291,13.936552
671.0,14.7898687335,206.445861704,13.9586
671.53,14.7340024037,205.990901237,13.980648
672.06,14.7359639183,206.343223015,14.002696
672.59,14.7396800472,206.720239303,14.024744
